akiec,bcc,bkl,df,mel,nv,vasc,dx
2.66E-08,3.86E-06,4.63E-05,1.80E-05,1.47E-05,0.99991286,4.24E-06,nv
0.000106969,0.4855478,0.000537295,0.000150582,0.000739543,0.51234525,0.000572561,nv
1.12E-06,2.20E-05,0.001226981,0.000180097,0.000238019,0.9983309,8.79E-07,nv
5.70E-05,0.000919236,0.40993342,0.031041145,0.02941128,0.5260418,0.002596124,nv
5.70E-05,0.000233148,0.013458988,0.001406155,0.000979855,0.98386025,4.66E-06,nv
3.70E-06,0.000949663,0.000175951,0.000309164,0.00031973,0.99823594,5.84E-06,nv
0.001513776,0.000353975,0.8649959,0.000312373,0.014356291,0.118463516,4.11E-06,nv
0.8360185,0.023982426,0.13339311,0.000631541,0.002241623,0.00372845,4.33E-06,scc
1.52E-07,2.83E-06,1.72E-05,5.00E-06,8.35E-05,0.99989045,7.80E-07,nv
8.03E-07,2.27E-05,0.001167932,9.07E-05,0.11088407,0.88783306,8.00E-07,nv
2.28E-07,2.72E-05,0.000162706,0.000105738,0.004803357,0.99490017,6.50E-07,nv
4.18E-05,0.000354864,0.06735306,0.000128103,0.033709537,0.89839655,1.61E-05,nv
0.000404954,0.02933066,0.26042518,0.001055686,0.020479884,0.6882528,5.08E-05,nv
0.011695138,0.17278074,0.200132,0.009374612,0.000482774,0.60547745,5.73E-05,nv
1.08E-05,3.60E-05,0.001806371,0.002475504,0.000311144,0.99535817,1.87E-06,nv
1.37E-05,0.006606292,0.003947571,1.16E-05,0.003684196,0.9857348,1.70E-06,nv
4.60E-05,0.000110208,0.0877402,0.22850394,0.009368667,0.6736691,0.00056187,nv
9.57E-05,0.9357195,0.000721475,6.66E-05,0.000400503,0.06295239,4.39E-05,nv
6.63E-05,0.00044006,0.65360856,0.000297989,0.16445984,0.18112126,5.90E-06,nv
0.03316946,0.069158226,0.59261227,0.12356254,0.002596109,0.17816938,0.000731987,nv
0.000144603,1.30E-05,0.9990897,2.02E-05,4.49E-05,0.000687303,2.39E-07,bkl
0.000520249,0.4727516,0.010026935,0.000687187,0.052653976,0.46330476,5.53E-05,nv
0.000984122,0.1268523,0.024020826,0.34373176,0.004463495,0.49946555,0.000481909,nv
9.66E-06,0.001113227,0.003179138,5.90E-05,0.000159306,0.97454256,0.020937094,nv
3.53E-06,0.98858225,5.15E-05,5.10E-06,8.37E-05,0.011261972,1.20E-05,bcc
1.67E-06,6.35E-06,0.007408288,2.63E-06,0.004789543,0.9877893,2.25E-06,nv
6.46E-06,8.51E-07,0.9998492,1.85E-05,1.71E-06,0.000123218,7.70E-08,bkl
1.10E-06,1.81E-05,0.000101518,5.21E-05,0.001023872,0.9988022,1.23E-06,nv
8.32E-05,4.22E-06,0.9995808,4.09E-07,4.12E-05,0.000289831,3.09E-07,bkl
0.001090366,0.0015982,0.94381034,8.93E-05,0.043520585,0.009888095,2.98E-06,bkl
0.000506721,0.000442444,0.84028924,0.017507456,0.004605219,0.1366063,4.27E-05,nv
1.93E-05,0.000747104,0.000116199,0.99710697,2.77E-05,0.001980642,2.19E-06,df
0.000112698,0.000693648,0.07221754,0.000301185,0.006325445,0.9203105,3.90E-05,nv
0.000233525,6.92E-05,0.9952054,0.000393378,0.000226234,0.003867353,5.04E-06,bkl
0.000935564,0.012983173,0.84763,0.000344616,0.12718676,0.010912235,7.65E-06,mel
6.27E-06,0.000962037,0.00020146,0.000122822,0.003039086,0.9956649,3.47E-06,nv
0.000253936,0.003020805,0.38533226,0.004080514,0.006667246,0.6005895,5.57E-05,nv
0.000227027,0.000955607,0.043278765,0.007643817,0.022768294,0.9249535,0.000172918,nv
0.002177644,8.84E-05,0.27392346,0.002698612,0.002990071,0.7181181,3.75E-06,nv
0.002356654,0.000154772,0.9942216,0.000197094,0.000196889,0.002866426,6.56E-06,bkl
0.000258598,0.002681701,0.9555018,0.003158666,0.00032935,0.038063493,6.32E-06,nv
0.000525255,0.001312904,0.05042506,0.010335655,0.007209383,0.92960423,0.000587601,nv
0.001076039,0.001624093,0.82563674,0.012605212,0.014106576,0.14490665,4.47E-05,nv
3.75E-05,1.47E-05,0.011113543,9.74E-06,0.98264205,0.006072374,0.000110143,mel
4.17E-05,0.00099863,0.2028289,0.000670633,0.49699154,0.29845098,1.77E-05,nv
0.000137102,0.90916765,0.06753226,4.79E-05,0.002716505,0.015777726,0.004620818,bcc
2.35E-07,0.000131086,0.000239037,1.19E-05,0.001669303,0.9979479,5.71E-07,nv
0.001862619,0.001369387,0.9909825,0.001101362,0.000272272,0.004403474,8.44E-06,nv
1.04E-06,4.52E-05,0.001308297,0.000807331,0.00624038,0.99159724,5.15E-07,nv
2.91E-05,0.9828713,0.001319504,4.11E-05,0.002524251,0.0130395,0.000175167,bcc
0.00147382,0.001923279,0.051701963,0.000190732,0.008357562,0.93629503,5.76E-05,nv
0.04503608,0.6284803,0.32528117,2.11E-05,0.000315281,0.00086476,1.40E-06,scc
4.65E-05,4.92E-05,0.016489726,0.000150223,0.0034554,0.97980654,2.43E-06,nv
2.33E-05,0.00531211,0.000438722,0.002776961,0.12747101,0.86391443,6.35E-05,nv
0.14407264,0.016129931,0.70871437,0.000520823,0.118005164,0.012533529,2.36E-05,akiec
6.53E-05,0.69272923,0.002205011,0.000277841,0.000108689,0.30416086,0.000453,nv
0.001059146,0.000385651,0.99193585,0.001091863,0.000503364,0.005010699,1.34E-05,bkl
2.18E-05,0.001665558,0.001121251,0.002765493,0.000248429,0.9941573,2.01E-05,nv
0.000287923,0.16911596,0.021075608,0.000738239,0.019844608,0.78884333,9.44E-05,nv
1.80E-07,0.9999738,3.11E-06,3.02E-07,1.49E-05,7.25E-06,4.23E-07,bcc
1.35E-08,7.02E-05,1.45E-05,5.45E-06,0.003487213,0.99642146,1.25E-06,nv
3.50E-05,0.000418502,0.07150385,0.000462435,0.007873669,0.9196978,8.79E-06,nv
1.75E-06,0.9991085,2.32E-05,2.42E-06,7.26E-05,0.000781023,1.05E-05,bcc
2.68E-05,7.46E-05,0.90837234,9.76E-05,0.00848582,0.082933776,9.15E-06,nv
1.84E-05,0.000111596,0.001516537,0.000147475,0.041542187,0.95666045,3.42E-06,nv
6.46E-07,1.26E-05,0.000694117,3.36E-05,0.012650263,0.9866045,4.28E-06,nv
0.000467889,0.006916236,0.000889372,0.004425739,0.9019832,0.08228952,0.003028062,mel
3.23E-05,0.001155522,0.018363232,0.000360028,0.021378765,0.9586823,2.80E-05,nv
0.008088561,0.09267445,0.7286793,0.00217441,0.038639635,0.129687,5.67E-05,nv
8.26E-06,0.000124545,0.018348644,7.23E-05,0.000478668,0.9809653,2.38E-06,nv
0.032995544,0.000152558,0.960767,2.36E-05,0.001524749,0.004535127,1.51E-06,mel
6.52E-07,4.32E-06,0.001683508,1.21E-05,0.000424489,0.997875,1.14E-07,nv
0.000660414,0.16696009,0.00279301,0.000741504,0.015061584,0.8137717,1.16E-05,nv
7.37E-06,0.001493348,0.001010295,0.000386529,0.00656925,0.990488,4.52E-05,nv
5.49E-05,0.00013747,0.98164314,0.000246396,0.001081623,0.016835112,1.40E-06,nv
0.002117171,0.00131959,0.9465111,0.000167335,0.038531683,0.011349384,3.77E-06,bkl
0.000455036,0.013566591,0.13659444,0.020011593,0.43713507,0.3914458,0.000791478,mel
1.69E-05,8.92E-05,0.17342949,0.000120245,0.000780842,0.82556087,2.41E-06,nv
9.52E-05,0.01433889,0.005674566,0.004115502,0.018224474,0.9527043,0.004846985,nv
0.000382435,0.002085609,0.99244964,3.60E-05,0.002356881,0.002688345,1.14E-06,bkl
6.83E-05,0.000101785,0.034066465,0.000115,0.015520922,0.95011824,9.30E-06,nv
1.46E-05,0.000119393,0.095009536,0.000871765,0.32566714,0.5783099,7.71E-06,nv
0.17774227,0.015693918,0.802939,2.80E-05,0.002226623,0.001365596,4.62E-06,bkl
0.00013889,0.24132264,0.27797407,0.000914686,0.01784906,0.46155283,0.000247859,nv
1.57E-05,0.000258903,0.18016708,0.000535077,0.004178803,0.81483996,4.44E-06,nv
0.99118805,0.000416539,0.007985882,1.83E-05,0.000267412,0.000123566,2.28E-07,scc
0.000104169,0.0001221,0.8815602,0.000688662,0.002485677,0.11503141,7.76E-06,nv
8.28E-05,0.000746983,0.991476,6.00E-06,0.00650348,0.00118461,1.72E-07,bkl
9.50E-06,0.31597465,0.017094376,9.15E-05,0.000190209,0.6666013,3.85E-05,nv
6.80E-06,6.46E-05,0.002116831,1.36E-05,0.000179009,0.99761677,2.32E-06,nv
0.006916625,0.000191697,0.6701388,0.000895564,0.001135138,0.32070813,1.41E-05,nv
1.54E-05,0.000554277,0.037528083,0.000808075,0.0479848,0.91310847,9.18E-07,nv
0.00020109,0.000223774,0.9920866,0.000321643,0.001672777,0.005492026,1.97E-06,mel
0.00634865,0.005376042,0.9767247,7.64E-05,0.00143072,0.010037373,6.22E-06,bkl
0.000344298,0.000252618,0.42238525,2.35E-05,0.003016054,0.57396996,8.28E-06,nv
0.00017567,1.70E-05,0.98644805,6.52E-05,0.000153292,0.013140001,9.09E-07,nv
0.000268015,0.000312049,0.13897069,0.001405413,0.04148621,0.8174677,8.99E-05,nv
0.13764511,0.027407225,0.80684257,0.001250205,0.00076784,0.02606322,2.38E-05,scc
3.63E-05,0.002237214,0.004446297,0.003374731,0.000308184,0.9894917,0.000105553,nv
4.99E-05,3.53E-05,0.14586836,0.013096101,0.005540782,0.8354065,3.06E-06,nv
0.000931087,0.001172679,0.7760024,8.77E-05,0.16256957,0.05918545,5.11E-05,mel
7.34E-06,3.13E-05,0.00062978,5.04E-05,0.008038394,0.9912403,2.59E-06,mel
1.40E-05,0.000403768,0.015122723,0.001573991,0.002426352,0.9804428,1.63E-05,nv
6.45E-05,7.02E-05,0.023958385,0.001452695,0.014393142,0.9600161,4.50E-05,nv
1.06E-05,7.78E-06,0.9989567,4.75E-06,1.14E-05,0.001007351,1.41E-06,bkl
0.000506197,0.000479772,0.23202333,0.006501367,0.007066926,0.7533792,4.32E-05,nv
8.80E-07,1.03E-07,0.9999856,7.49E-08,1.06E-06,7.96E-06,4.45E-06,bkl
1.11E-05,0.06362354,0.00399936,9.11E-05,0.006314169,0.9259399,2.08E-05,nv
0.000628298,0.000361462,0.47008193,0.003386168,0.008153502,0.5173392,4.95E-05,nv
0.000595069,0.000257513,0.15325718,0.001770591,0.014761168,0.82934195,1.65E-05,nv
1.04E-05,2.00E-05,0.4574066,5.60E-05,0.005202253,0.53730315,1.55E-06,nv
0.000560232,0.065087885,0.42933646,0.000347085,0.02430003,0.48036295,5.35E-06,nv
5.82E-05,0.006647897,0.025113918,0.041087262,0.004203937,0.9227989,8.98E-05,nv
1.13E-06,0.99978596,2.55E-05,6.61E-07,1.94E-05,0.000164549,2.74E-06,bcc
7.03E-06,1.83E-06,0.0918889,4.54E-05,0.001367252,0.9066856,4.02E-06,nv
0.000262194,0.001014866,0.22617666,0.06895184,0.009168176,0.6943618,6.44E-05,nv
3.05E-05,0.001269504,0.001712821,7.36E-05,0.003793491,0.9930883,3.18E-05,nv
5.27E-05,0.00036099,0.0006815,0.002260742,0.02496126,0.97163963,4.31E-05,nv
0.7565131,0.105730906,0.13633388,2.59E-05,0.001083001,0.000312845,3.53E-07,akiec
3.31E-05,0.000202707,0.002826054,0.000454674,0.000937607,0.99554163,4.19E-06,nv
0.000242183,0.000157582,0.31845516,9.93E-05,0.00127208,0.67974555,2.81E-05,nv
3.53E-06,0.000500424,0.02661416,7.75E-05,0.004114702,0.9686882,1.51E-06,nv
2.26E-06,1.58E-05,0.007217447,0.000864208,0.001111107,0.99078256,6.59E-06,nv
6.49E-05,0.004963833,0.004529507,0.009015808,0.002610214,0.97880805,7.67E-06,nv
0.001210025,0.003970842,0.03528208,0.06451316,0.41861632,0.47561306,0.000794409,nv
1.42E-05,0.000200511,0.19466878,0.000175769,0.009512173,0.79542124,7.31E-06,nv
0.00085138,0.000493681,0.8882611,7.94E-05,0.006458823,0.103849225,6.51E-06,nv
0.07696053,0.038209565,0.17880616,0.000178012,0.6928829,0.012941756,2.11E-05,mel
3.22E-06,0.006365923,0.000304043,0.000189875,0.001620748,0.9915047,1.15E-05,nv
1.29E-07,2.86E-05,1.26E-05,6.25E-06,0.000657984,0.9992918,2.74E-06,nv
1.29E-06,9.64E-05,0.28929287,3.06E-05,0.02187668,0.6886994,2.89E-06,nv
6.99E-05,0.001137077,0.031858698,0.002719593,0.002599933,0.9615007,0.000114213,nv
0.003064477,0.000373724,0.86402947,0.000171307,0.002570569,0.12977847,1.21E-05,nv
9.11E-05,0.00014253,0.06464212,4.01E-06,0.93290305,0.002216897,2.92E-07,mel
3.63E-07,3.47E-05,0.000410966,4.70E-05,0.000639562,0.9988668,7.83E-07,nv
0.004333798,0.000264608,0.97082156,0.000345884,0.001803801,0.02241766,1.28E-05,nv
0.00079206,0.026050163,0.5656102,0.002072207,0.025114745,0.38025573,0.000104943,nv
3.60E-10,1.21E-10,3.07E-08,0.9999999,2.82E-08,1.56E-07,3.38E-10,df
4.63E-06,4.64E-05,0.005200812,0.000920763,0.01270863,0.9811122,6.57E-06,nv
5.97E-05,0.26502806,0.014384475,0.000190473,0.000807335,0.7058495,0.013680447,nv
1.31E-06,3.92E-05,0.000132202,0.00017224,0.000492597,0.999151,1.15E-05,nv
7.87E-05,0.03670974,0.002061968,0.001314363,0.001154303,0.95846975,0.000211193,nv
8.04E-05,0.001676193,0.034777656,0.000212286,0.049852572,0.9133792,2.17E-05,nv
3.75E-05,0.11605439,0.10542,0.000191829,0.005804384,0.77243984,5.21E-05,nv
1.02E-06,1.88E-05,0.00015958,1.20E-05,0.023774233,0.97603184,2.60E-06,nv
2.38E-05,0.000153188,0.5127627,0.000159379,0.021589566,0.4653093,2.08E-06,nv
0.10358912,0.009995867,0.8748748,1.58E-05,0.007426237,0.004076083,2.22E-05,bkl
4.80E-07,3.00E-05,0.000556987,6.22E-05,0.00096211,0.998387,1.32E-06,nv
2.00E-05,0.002281147,0.000597603,0.000676967,0.000347383,0.99607396,2.97E-06,nv
0.000938369,0.000230396,0.782452,0.01486033,0.022252234,0.17924526,2.14E-05,nv
6.28E-05,0.000587299,0.054208025,0.000303648,0.7566761,0.18785693,0.000305204,mel
0.000241331,0.010037045,0.019334985,0.011622263,0.009161671,0.949546,5.67E-05,nv
4.02E-05,0.000132306,0.000199004,0.99909055,4.48E-05,0.000491996,1.13E-06,df
0.001351028,0.001871787,0.80315554,0.000167145,0.09991294,0.09352901,1.26E-05,mel
6.57E-05,4.58E-05,0.08289227,5.05E-05,0.039507646,0.8774143,2.38E-05,nv
0.002546149,0.0342477,0.043149285,0.010400436,0.80188584,0.03247894,0.07529163,mel
6.09E-07,0.9999721,3.81E-06,1.08E-07,5.88E-06,1.74E-05,2.24E-08,bcc
0.000391599,0.000383824,0.10082873,0.00016917,0.06243822,0.8356957,9.28E-05,nv
0.000241201,0.000307749,0.45305452,0.000239913,0.016003493,0.5301391,1.40E-05,nv
2.10E-06,1.43E-05,0.000393481,7.84E-05,0.000684707,0.99882525,1.78E-06,nv
1.40E-05,0.00039764,0.003616375,5.03E-05,0.007238881,0.98867947,3.45E-06,nv
0.00377812,0.002739588,0.8019488,9.06E-05,0.03967828,0.15175211,1.25E-05,nv
0.41146398,0.3014971,0.28372952,0.00021859,5.48E-05,0.003032773,3.29E-06,bcc
2.45E-08,8.14E-06,5.66E-06,3.32E-05,0.000218223,0.99973243,2.31E-06,nv
0.000115362,0.019565446,0.027602987,0.005621739,0.000703582,0.9463265,6.44E-05,nv
5.11E-07,0.003395246,1.23E-05,8.12E-05,0.000558336,0.9959518,6.91E-07,nv
3.84E-05,0.000688857,0.035389986,3.83E-05,0.007424627,0.9564176,2.12E-06,nv
2.65E-05,0.00022497,0.31780323,0.001003304,0.010672698,0.6702662,3.07E-06,nv
0.000641482,0.000200902,0.994922,1.70E-05,0.00032007,0.003897826,8.29E-07,bkl
0.000402945,1.63E-05,0.9992379,1.16E-06,0.000158816,0.00018261,1.93E-07,bkl
0.000641615,0.001640108,0.17082803,0.000446738,0.02351602,0.8028999,2.76E-05,nv
2.44E-05,0.000224488,0.00140069,0.000230839,0.000751147,0.99736446,3.88E-06,nv
6.73E-07,0.000358814,0.000415372,6.84E-06,0.00874291,0.990473,2.33E-06,nv
0.9770204,0.005116609,0.015441881,0.000500126,0.000180278,0.001738707,1.98E-06,akiec
7.73E-08,1.53E-05,3.01E-05,5.15E-06,0.004236707,0.9956994,1.33E-05,nv
2.70E-06,6.04E-07,0.9998479,3.26E-07,4.23E-05,0.00010626,2.64E-08,bkl
2.66E-05,0.002907526,0.000887532,0.001233228,0.004557132,0.99036354,2.45E-05,nv
5.41E-07,5.99E-05,0.002107186,0.000259184,0.001078228,0.9964933,1.58E-06,nv
5.24E-07,1.57E-05,7.49E-05,7.17E-06,0.001557989,0.99834025,3.47E-06,nv
6.33E-05,0.04699303,0.10175536,0.000221724,0.04721975,0.803447,0.000299809,nv
1.30E-05,0.000143272,0.492484,9.72E-05,0.06379393,0.44346622,2.35E-06,nv
7.54E-05,0.86679816,0.025612162,0.001662361,0.000964249,0.10445378,0.000433879,nv
0.000250057,0.000101595,0.32566443,0.048703548,0.00921874,0.6158451,0.000216521,nv
1.60E-06,0.000181146,0.000256015,3.45E-05,0.08956213,0.90996265,1.98E-06,nv
0.000150054,0.000394244,0.9364706,0.000374545,0.000962062,0.061640415,8.02E-06,nv
0.000104109,0.027316205,0.022415807,0.002248284,0.011098519,0.9367347,8.24E-05,nv
2.40E-05,0.000205265,0.000977646,4.50E-05,0.001398727,0.9973431,6.20E-06,nv
5.87E-07,8.91E-06,0.000203434,6.50E-06,0.000112022,0.999668,4.66E-07,nv
2.09E-05,0.000133443,0.39816904,0.14609376,0.04372952,0.41183114,2.22E-05,nv
0.000161978,0.001760312,0.001713987,0.000114776,0.008398355,0.98783034,2.02E-05,nv
5.04E-05,0.009553315,0.07647982,0.021619385,0.019463902,0.8726107,0.000222527,nv
7.39E-06,0.000572075,0.000391348,9.44E-05,0.001303724,0.99759895,3.22E-05,nv
0.000276225,7.70E-05,0.009369521,0.002210335,0.002616494,0.9854392,1.12E-05,nv
0.000267253,0.000192999,0.33637106,0.000143472,0.002526286,0.6604909,8.08E-06,nv
7.50E-05,0.000396882,0.03117277,0.000559049,0.001840482,0.9659524,3.36E-06,nv
6.13E-08,6.01E-08,0.000546117,4.18E-07,0.003767284,0.99568486,1.10E-06,nv
0.09773687,0.21615267,0.49320307,0.001398431,0.15491115,0.036513474,8.43E-05,mel
0.988629,0.001114324,0.009845821,8.94E-05,0.000108972,0.000212239,2.57E-07,scc
1.28E-05,2.13E-05,0.99552697,1.07E-05,9.89E-05,0.004328851,3.55E-07,bkl
0.000129135,7.35E-05,0.023489773,0.000172606,0.001591834,0.9745092,3.40E-05,nv
0.000436331,0.000100958,0.021122124,0.00278377,0.004959001,0.9705884,9.39E-06,nv
0.79284674,0.000396931,0.18144393,0.000154749,0.017117904,0.00802753,1.22E-05,akiec
0.000268195,0.000103924,0.38424855,0.004237001,0.03359147,0.577465,8.59E-05,nv
3.07E-05,0.000139944,0.0040307,0.000265564,0.006849155,0.9886685,1.56E-05,nv
4.78E-07,0.000259654,0.00018338,6.42E-05,0.001937511,0.9975527,2.11E-06,nv
4.23E-05,1.56E-05,0.012765707,0.000274666,0.000648609,0.9862505,2.77E-06,nv
0.000142729,0.63544565,0.05782097,0.002668783,0.002368582,0.30132312,0.000230192,nv
3.07E-05,0.000202239,0.045349922,0.001003072,0.051232442,0.90215975,2.19E-05,nv
3.51E-05,0.00108497,0.058334265,0.000560978,0.002419012,0.93753713,2.85E-05,nv
8.97E-08,2.37E-05,1.54E-06,2.59E-05,0.000817255,0.9991309,6.26E-07,nv
3.52E-06,0.000157291,0.074331954,7.23E-05,0.007973103,0.91745967,2.24E-06,nv
0.003905931,0.008095148,0.4133778,0.000407295,0.14856017,0.4255594,9.43E-05,mel
0.000802543,0.000320479,0.21841662,0.002488861,0.00604459,0.7718956,3.13E-05,nv
1.43E-05,1.15E-05,0.014553155,0.000476303,0.001182632,0.9837293,3.27E-05,nv
0.000789899,0.006608557,0.40047345,0.002804324,0.055045135,0.5342336,4.50E-05,nv
1.41E-06,0.001008067,4.52E-05,3.84E-05,0.004923183,0.99398166,2.23E-06,nv
2.26E-05,0.015417989,0.0011669,7.17E-05,0.003079495,0.98022515,1.62E-05,nv
0.001217654,0.000575545,0.9897086,3.00E-05,0.004749878,0.003716825,1.39E-06,mel
4.44E-06,0.005640581,0.0005282,0.000127468,0.002472678,0.9911261,0.000100584,nv
3.60E-05,9.42E-05,0.002679696,0.000214008,0.000435706,0.996525,1.54E-05,nv
0.000390123,0.001122703,0.87398374,0.023695715,0.001902098,0.09800419,0.000901387,nv
2.10E-07,0.9998629,1.01E-05,2.90E-07,7.20E-05,2.35E-05,3.10E-05,bcc
0.000712367,0.000208251,0.015006495,0.000277313,0.32484388,0.6587897,0.00016193,mel
9.98E-06,0.000722449,0.028339488,0.009333409,0.003249897,0.95832634,1.84E-05,nv
0.043211725,0.18867075,0.76319313,0.000296793,0.000341502,0.004265665,2.04E-05,bcc
1.93E-05,0.000847508,0.000109395,0.000889792,0.001050086,0.9970822,1.78E-06,nv
2.80E-06,2.12E-05,0.000655205,3.69E-06,0.005427993,0.9938869,2.22E-06,nv
1.65E-05,3.92E-05,0.84635913,0.000640324,0.004466109,0.14846821,1.05E-05,nv
1.05E-05,5.86E-05,0.001416946,0.000107644,0.000669269,0.9977325,4.55E-06,nv
4.86E-05,0.001290413,0.744693,8.66E-05,0.004689126,0.24919172,5.29E-07,nv
5.70E-08,3.14E-05,4.01E-05,2.15E-05,0.008302627,0.99156356,4.07E-05,nv
3.00E-05,0.000165085,0.06658428,0.000999761,0.4192907,0.5128945,3.56E-05,mel
0.000246096,0.002302571,0.88732433,2.54E-05,0.002417794,0.107663766,2.01E-05,bkl
0.000161058,0.000596552,0.015698222,0.000953938,0.002924033,0.9794978,0.000168418,nv
0.000797927,0.000141624,0.19250509,2.28E-05,0.00527554,0.8011498,0.00010721,nv
3.12E-05,0.34032217,0.003242846,7.82E-05,0.000575747,0.6557226,2.73E-05,nv
0.002821419,0.99567884,0.001044186,3.35E-05,6.79E-05,0.000352032,2.14E-06,bcc
1.65E-05,0.000382194,0.010449443,0.000259876,0.001111092,0.9877751,5.75E-06,nv
6.19E-05,0.9796975,0.000517451,1.71E-05,8.30E-05,0.019574802,4.82E-05,bcc
3.04E-05,0.001723756,0.012130374,0.023751898,0.00148689,0.9608563,2.04E-05,nv
3.97E-06,0.000280508,0.005798013,0.00109114,0.000680652,0.99214464,9.13E-07,nv
0.000210711,0.000765014,0.1166361,0.000117006,0.002046573,0.880214,1.06E-05,nv
0.000243214,4.39E-05,0.9861936,0.000160622,0.008898748,0.004456275,3.59E-06,nv
0.002937099,9.76E-05,0.99466044,2.08E-05,0.000210713,0.002067684,5.61E-06,bkl
0.009896497,0.003012195,0.28736305,0.002610595,0.10313102,0.59387845,0.000108196,nv
0.000668939,0.05868698,0.8163,8.79E-05,0.004827357,0.119385555,4.33E-05,nv
6.63E-05,7.56E-05,0.989567,0.000191097,0.002516602,0.007582281,1.17E-06,nv
3.84E-06,0.000953767,0.000389403,1.30E-05,0.013928713,0.9847104,8.01E-07,nv
1.11E-06,4.89E-05,0.004854374,1.35E-05,0.003377239,0.9917041,8.17E-07,nv
0.06542239,0.073415846,0.6306797,0.00158398,0.119169325,0.10969638,3.24E-05,mel
2.68E-05,0.000945924,0.84623206,2.21E-05,0.036243953,0.11652373,5.41E-06,nv
0.000100318,0.005992225,0.2268509,0.000764087,0.011890416,0.75430447,9.77E-05,nv
0.001120395,0.037373118,0.46212333,0.001623697,0.005190045,0.49241704,0.000152291,bkl
1.45E-05,0.000676915,0.091234736,0.000580512,0.017416209,0.89007604,1.06E-06,nv
1.74E-05,0.002714559,0.002410125,1.19E-05,4.03E-06,0.9948003,4.16E-05,nv
1.21E-05,9.64E-06,0.001165381,0.000160108,0.009416076,0.98922276,1.39E-05,nv
4.99E-05,0.06976014,0.010469452,0.000261313,0.027707389,0.89163506,0.000116802,nv
2.93E-06,7.59E-05,0.019357959,0.000387422,0.001575058,0.97859967,1.03E-06,nv
0.023493445,0.081269234,0.85935056,0.002229196,0.005451414,0.02817459,3.15E-05,nv
0.6611753,0.09675417,0.22020914,0.004317014,0.0045461,0.012970136,2.82E-05,scc
3.18E-07,1.78E-05,7.49E-05,0.000266492,0.000480613,0.99915946,5.52E-07,nv
5.84E-05,4.94E-05,0.95947134,0.002615745,0.00024241,0.03755917,3.50E-06,nv
0.02072252,0.04941685,0.10604482,0.01707951,0.106764644,0.6991137,0.000857871,mel
0.000560503,0.016464379,0.011952923,0.000564126,0.013601597,0.95670265,0.000153802,nv
0.000748647,0.000548383,0.06789836,0.32095444,0.18895352,0.41722172,0.003674877,nv
1.79E-05,4.92E-05,7.06E-05,0.9986785,0.00083477,0.000348087,9.69E-07,df
4.23E-05,0.007010551,0.004920089,0.002327352,0.00137638,0.9843008,2.24E-05,nv
2.22E-06,3.52E-06,0.099206,2.98E-05,0.19797973,0.7027722,6.46E-06,nv
1.15E-05,0.000263237,0.00356208,0.000385684,0.001000344,0.99477285,4.41E-06,nv
4.75E-05,0.002074031,0.018907461,0.00040895,0.003833248,0.97471726,1.15E-05,nv
0.00092555,0.002191513,0.044241194,0.007137619,0.030004507,0.89663285,0.018866803,nv
0.01532024,9.15E-05,0.89759773,0.000197397,0.001160993,0.08562354,8.68E-06,bkl
2.47E-06,0.00559018,0.002323065,0.000243616,0.00240804,0.9894248,7.83E-06,nv
5.68E-06,0.000441016,0.010347931,0.000185268,0.006194469,0.9828247,1.02E-06,nv
0.006551368,0.000141278,0.96163505,5.63E-05,0.026740566,0.004873294,2.03E-06,mel
0.16549063,0.002769171,0.55024904,0.00018403,0.27084973,0.010445678,1.17E-05,bkl
0.000205037,0.006651138,0.029867787,0.007152266,0.018715205,0.93739694,1.17E-05,nv
2.72E-05,0.10373984,0.005424009,0.000110839,0.003367643,0.8865932,0.000737158,nv
2.25E-05,0.000258695,0.008051398,0.000156694,0.013054533,0.9784493,6.90E-06,nv
2.00E-05,0.000185276,0.7857226,1.32E-05,0.05376608,0.16028947,3.33E-06,nv
1.50E-06,9.93E-05,0.0038556,5.55E-05,0.006072924,0.98991287,2.32E-06,nv
0.000252046,0.000772184,0.7876608,0.002613396,0.012966431,0.19572845,6.78E-06,nv
1.53E-05,0.000261377,0.06449797,0.000174293,0.014299992,0.9207358,1.53E-05,nv
6.01E-07,5.16E-05,0.00024409,0.002239553,0.000411028,0.9970503,2.89E-06,nv
2.37E-07,0.9967018,2.38E-05,1.97E-07,0.002570569,0.000621724,8.16E-05,bcc
0.000131,2.69E-05,0.59695137,3.85E-05,0.022587342,0.38025936,5.52E-06,mel
0.00015096,3.53E-05,0.12864332,0.000273971,0.003338323,0.86749905,5.92E-05,nv
1.46E-05,0.000297844,0.003688494,0.000782076,0.010275801,0.98492485,1.63E-05,nv
0.001772359,0.12525985,0.1449547,0.10496304,0.019651085,0.603021,0.000377913,nv
4.29E-09,7.85E-10,1.61E-09,1,3.96E-08,4.73E-08,2.32E-10,df
0.006740063,0.003295994,0.96108395,0.001405567,0.004057874,0.023407241,9.42E-06,nv
3.48E-06,3.23E-05,0.004177856,0.000166602,0.09703103,0.89858633,2.48E-06,nv
0.00029568,0.002628483,0.029229214,0.005193924,0.019256864,0.9433624,3.34E-05,nv
2.99E-06,2.93E-06,0.9947025,0.000176226,4.67E-05,0.005066875,1.81E-06,bkl
0.002622097,0.003797877,0.33800808,0.11099335,0.003087682,0.5412115,0.000279456,nv
